Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"EK","Tendances dans l’élevage","250","France","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.08","E","Valeur estimée"
"EK","Tendances dans l’élevage","250","France","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","10.48","E","Valeur estimée"
"EK","Tendances dans l’élevage","250","France","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","2207870","E","Valeur estimée"
"EK","Tendances dans l’élevage","266","Gabon","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.02","E","Valeur estimée"
"EK","Tendances dans l’élevage","266","Gabon","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","25.47","E","Valeur estimée"
"EK","Tendances dans l’élevage","266","Gabon","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","34030","E","Valeur estimée"
"EK","Tendances dans l’élevage","270","Gambie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.02","E","Valeur estimée"
"EK","Tendances dans l’élevage","270","Gambie","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","4.06","E","Valeur estimée"
"EK","Tendances dans l’élevage","270","Gambie","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","9940","E","Valeur estimée"
"EK","Tendances dans l’élevage","268","Géorgie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.04","E","Valeur estimée"
"EK","Tendances dans l’élevage","268","Géorgie","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","11.36","E","Valeur estimée"
"EK","Tendances dans l’élevage","268","Géorgie","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","88120","E","Valeur estimée"
"EK","Tendances dans l’élevage","288","Ghana","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.07","E","Valeur estimée"
"EK","Tendances dans l’élevage","288","Ghana","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","24.66","E","Valeur estimée"
"EK","Tendances dans l’élevage","288","Ghana","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","936660","E","Valeur estimée"
"EK","Tendances dans l’élevage","308","Grenade","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.5","E","Valeur estimée"
"EK","Tendances dans l’élevage","308","Grenade","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","31.11","E","Valeur estimée"
"EK","Tendances dans l’élevage","308","Grenade","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","3990","E","Valeur estimée"
"EK","Tendances dans l’élevage","320","Guatemala","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.1","E","Valeur estimée"
"EK","Tendances dans l’élevage","320","Guatemala","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","10.99","E","Valeur estimée"
"EK","Tendances dans l’élevage","320","Guatemala","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","472160","E","Valeur estimée"
"EK","Tendances dans l’élevage","324","Guinée","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.02","E","Valeur estimée"
"EK","Tendances dans l’élevage","324","Guinée","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","7.24","E","Valeur estimée"
"EK","Tendances dans l’élevage","324","Guinée","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","411590","E","Valeur estimée"
"EK","Tendances dans l’élevage","226","Guinée équatoriale","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.04","E","Valeur estimée"
"EK","Tendances dans l’élevage","226","Guinée équatoriale","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","28.8","E","Valeur estimée"
"EK","Tendances dans l’élevage","226","Guinée équatoriale","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","3810","E","Valeur estimée"
"EK","Tendances dans l’élevage","624","Guinée-Bissau","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.03","E","Valeur estimée"
"EK","Tendances dans l’élevage","624","Guinée-Bissau","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","3.47","E","Valeur estimée"
"EK","Tendances dans l’élevage","624","Guinée-Bissau","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","21400","E","Valeur estimée"
"EK","Tendances dans l’élevage","328","Guyana","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.45","E","Valeur estimée"
"EK","Tendances dans l’élevage","328","Guyana","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","76.64","E","Valeur estimée"
"EK","Tendances dans l’élevage","328","Guyana","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","320880","E","Valeur estimée"
"EK","Tendances dans l’élevage","332","Haïti","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.03","E","Valeur estimée"
"EK","Tendances dans l’élevage","332","Haïti","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","3.14","E","Valeur estimée"
"EK","Tendances dans l’élevage","332","Haïti","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","59520","E","Valeur estimée"
"EK","Tendances dans l’élevage","340","Honduras","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.13","E","Valeur estimée"
"EK","Tendances dans l’élevage","340","Honduras","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","17.12","E","Valeur estimée"
"EK","Tendances dans l’élevage","340","Honduras","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","479020","E","Valeur estimée"
"EK","Tendances dans l’élevage","348","Hongrie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.06","E","Valeur estimée"
"EK","Tendances dans l’élevage","348","Hongrie","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","18.32","E","Valeur estimée"
"EK","Tendances dans l’élevage","348","Hongrie","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","291240","E","Valeur estimée"
"EK","Tendances dans l’élevage","184","Îles Cook","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.17","E","Valeur estimée"
"EK","Tendances dans l’élevage","184","Îles Cook","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","5.89","E","Valeur estimée"
"EK","Tendances dans l’élevage","184","Îles Cook","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","330","E","Valeur estimée"
"EK","Tendances dans l’élevage","090","Îles Salomon","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.02","E","Valeur estimée"
"EK","Tendances dans l’élevage","090","Îles Salomon","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","10.75","E","Valeur estimée"
"EK","Tendances dans l’élevage","090","Îles Salomon","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","2470","E","Valeur estimée"
"EK","Tendances dans l’élevage","356","Inde","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.05","E","Valeur estimée"
"EK","Tendances dans l’élevage","356","Inde","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","4.52","E","Valeur estimée"
"EK","Tendances dans l’élevage","356","Inde","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","8450000","E","Valeur estimée"
"EK","Tendances dans l’élevage","360","Indonésie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.67","E","Valeur estimée"
"EK","Tendances dans l’élevage","360","Indonésie","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","66.62","E","Valeur estimée"
"EK","Tendances dans l’élevage","360","Indonésie","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","37024870","E","Valeur estimée"
"EK","Tendances dans l’élevage","364","Iran (République islamique d')","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.22","E","Valeur estimée"
"EK","Tendances dans l’élevage","364","Iran (République islamique d')","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","45.81","E","Valeur estimée"
"EK","Tendances dans l’élevage","364","Iran (République islamique d')","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","10181120","E","Valeur estimée"
"EK","Tendances dans l’élevage","368","Iraq","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.15","E","Valeur estimée"
"EK","Tendances dans l’élevage","368","Iraq","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","33.97","E","Valeur estimée"
"EK","Tendances dans l’élevage","368","Iraq","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","1449930","E","Valeur estimée"
"EK","Tendances dans l’élevage","352","Islande","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0","E","Valeur estimée"
"EK","Tendances dans l’élevage","352","Islande","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","1.49","E","Valeur estimée"
"EK","Tendances dans l’élevage","352","Islande","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","2200","E","Valeur estimée"
"EK","Tendances dans l’élevage","376","Israël","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.9","E","Valeur estimée"
"EK","Tendances dans l’élevage","376","Israël","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","52.32","E","Valeur estimée"
"EK","Tendances dans l’élevage","376","Israël","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","485060","E","Valeur estimée"
"EK","Tendances dans l’élevage","388","Jamaïque","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.34","E","Valeur estimée"
"EK","Tendances dans l’élevage","388","Jamaïque","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","39.74","E","Valeur estimée"
"EK","Tendances dans l’élevage","388","Jamaïque","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","141260","E","Valeur estimée"
"EK","Tendances dans l’élevage","392","Japon","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.68","E","Valeur estimée"
"EK","Tendances dans l’élevage","392","Japon","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","34.75","E","Valeur estimée"
"EK","Tendances dans l’élevage","392","Japon","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","3137280","E","Valeur estimée"
"EK","Tendances dans l’élevage","400","Jordanie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.41","E","Valeur estimée"
"EK","Tendances dans l’élevage","400","Jordanie","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","49.07","E","Valeur estimée"
"EK","Tendances dans l’élevage","400","Jordanie","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","424110","E","Valeur estimée"
"EK","Tendances dans l’élevage","398","Kazakhstan","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0","E","Valeur estimée"
"EK","Tendances dans l’élevage","398","Kazakhstan","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","4.95","E","Valeur estimée"
"EK","Tendances dans l’élevage","398","Kazakhstan","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","441740","E","Valeur estimée"
"EK","Tendances dans l’élevage","404","Kenya","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.02","E","Valeur estimée"
"EK","Tendances dans l’élevage","404","Kenya","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","3.25","E","Valeur estimée"
"EK","Tendances dans l’élevage","404","Kenya","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","670430","E","Valeur estimée"
"EK","Tendances dans l’élevage","417","Kirghizistan","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.01","E","Valeur estimée"
"EK","Tendances dans l’élevage","417","Kirghizistan","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","2.6","E","Valeur estimée"
"EK","Tendances dans l’élevage","417","Kirghizistan","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","55540","E","Valeur estimée"
"EK","Tendances dans l’élevage","296","Kiribati","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.19","E","Valeur estimée"
"EK","Tendances dans l’élevage","296","Kiribati","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","68.14","E","Valeur estimée"
"EK","Tendances dans l’élevage","296","Kiribati","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","6590","E","Valeur estimée"
"EK","Tendances dans l’élevage","414","Koweït","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","4.02","E","Valeur estimée"
"EK","Tendances dans l’élevage","414","Koweït","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","82.05","E","Valeur estimée"
"EK","Tendances dans l’élevage","414","Koweït","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","602340","E","Valeur estimée"
"EK","Tendances dans l’élevage","426","Lesotho","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0","E","Valeur estimée"
"EK","Tendances dans l’élevage","426","Lesotho","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","0.95","E","Valeur estimée"
"EK","Tendances dans l’élevage","426","Lesotho","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","4730","E","Valeur estimée"
"EK","Tendances dans l’élevage","428","Lettonie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.03","E","Valeur estimée"
"EK","Tendances dans l’élevage","428","Lettonie","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","16.12","E","Valeur estimée"
"EK","Tendances dans l’élevage","428","Lettonie","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","59220","E","Valeur estimée"
"EK","Tendances dans l’élevage","422","Liban","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","1.02","E","Valeur estimée"
"EK","Tendances dans l’élevage","422","Liban","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","79.23","E","Valeur estimée"
"EK","Tendances dans l’élevage","422","Liban","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","684980","E","Valeur estimée"
"EK","Tendances dans l’élevage","430","Libéria","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.04","E","Valeur estimée"
"EK","Tendances dans l’élevage","430","Libéria","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","37.31","E","Valeur estimée"
"EK","Tendances dans l’élevage","430","Libéria","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","85480","E","Valeur estimée"
"EK","Tendances dans l’élevage","434","Libye","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.02","E","Valeur estimée"
"EK","Tendances dans l’élevage","434","Libye","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","22.99","E","Valeur estimée"
"EK","Tendances dans l’élevage","434","Libye","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","378990","E","Valeur estimée"
"EK","Tendances dans l’élevage","440","Lituanie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.03","E","Valeur estimée"
"EK","Tendances dans l’élevage","440","Lituanie","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","15.75","E","Valeur estimée"
"EK","Tendances dans l’élevage","440","Lituanie","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","97290","E","Valeur estimée"
"EK","Tendances dans l’élevage","807","Macédoine du Nord","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.01","E","Valeur estimée"
"EK","Tendances dans l’élevage","807","Macédoine du Nord","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","7.61","E","Valeur estimée"
"EK","Tendances dans l’élevage","807","Macédoine du Nord","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","17460","E","Valeur estimée"
"EK","Tendances dans l’élevage","450","Madagascar","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.01","E","Valeur estimée"
"EK","Tendances dans l’élevage","450","Madagascar","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","9.06","E","Valeur estimée"
"EK","Tendances dans l’élevage","450","Madagascar","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","450830","E","Valeur estimée"
"EK","Tendances dans l’élevage","458","Malaisie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.37","E","Valeur estimée"
"EK","Tendances dans l’élevage","458","Malaisie","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","77.99","E","Valeur estimée"
"EK","Tendances dans l’élevage","458","Malaisie","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","3131020","E","Valeur estimée"
"EK","Tendances dans l’élevage","454","Malawi","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.03","E","Valeur estimée"
"EK","Tendances dans l’élevage","454","Malawi","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","4.5","E","Valeur estimée"
"EK","Tendances dans l’élevage","454","Malawi","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","197440","E","Valeur estimée"
"EK","Tendances dans l’élevage","466","Mali","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.01","E","Valeur estimée"
"EK","Tendances dans l’élevage","466","Mali","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","4.13","E","Valeur estimée"
"EK","Tendances dans l’élevage","466","Mali","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","603100","E","Valeur estimée"
"EK","Tendances dans l’élevage","504","Maroc","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.08","E","Valeur estimée"
"EK","Tendances dans l’élevage","504","Maroc","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","29.18","E","Valeur estimée"
"EK","Tendances dans l’élevage","504","Maroc","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","2242930","E","Valeur estimée"
"EK","Tendances dans l’élevage","480","Maurice","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","1.95","E","Valeur estimée"
"EK","Tendances dans l’élevage","480","Maurice","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","95.1","E","Valeur estimée"
"EK","Tendances dans l’élevage","480","Maurice","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","167590","E","Valeur estimée"
"EK","Tendances dans l’élevage","478","Mauritanie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0","E","Valeur estimée"
"EK","Tendances dans l’élevage","478","Mauritanie","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","1.16","E","Valeur estimée"
"EK","Tendances dans l’élevage","478","Mauritanie","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","47790","E","Valeur estimée"
"EK","Tendances dans l’élevage","484","Mexique","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.06","E","Valeur estimée"
"EK","Tendances dans l’élevage","484","Mexique","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","13.7","E","Valeur estimée"
"EK","Tendances dans l’élevage","484","Mexique","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","6210720","E","Valeur estimée"
"EK","Tendances dans l’élevage","583","Micronésie (États fédérés de)","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.38","E","Valeur estimée"
"EK","Tendances dans l’élevage","583","Micronésie (États fédérés de)","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","9.13","E","Valeur estimée"
"EK","Tendances dans l’élevage","583","Micronésie (États fédérés de)","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","1920","E","Valeur estimée"
"EK","Tendances dans l’élevage","496","Mongolie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0","E","Valeur estimée"
"EK","Tendances dans l’élevage","496","Mongolie","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","0.14","E","Valeur estimée"
"EK","Tendances dans l’élevage","496","Mongolie","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","17950","E","Valeur estimée"
"EK","Tendances dans l’élevage","499","Monténégro","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.03","E","Valeur estimée"
"EK","Tendances dans l’élevage","499","Monténégro","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","10.37","E","Valeur estimée"
"EK","Tendances dans l’élevage","499","Monténégro","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","8100","E","Valeur estimée"
"EK","Tendances dans l’élevage","508","Mozambique","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0","E","Valeur estimée"
"EK","Tendances dans l’élevage","508","Mozambique","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","9.53","E","Valeur estimée"
"EK","Tendances dans l’élevage","508","Mozambique","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","198800","E","Valeur estimée"
"EK","Tendances dans l’élevage","104","Myanmar","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.1","E","Valeur estimée"
"EK","Tendances dans l’élevage","104","Myanmar","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","11.13","E","Valeur estimée"
"EK","Tendances dans l’élevage","104","Myanmar","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","1350000","E","Valeur estimée"
"EK","Tendances dans l’élevage","516","Namibie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0","E","Valeur estimée"
"EK","Tendances dans l’élevage","516","Namibie","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","1.85","E","Valeur estimée"
"EK","Tendances dans l’élevage","516","Namibie","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","43540","E","Valeur estimée"
"EK","Tendances dans l’élevage","520","Nauru","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.13","E","Valeur estimée"
"EK","Tendances dans l’élevage","520","Nauru","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","7.62","E","Valeur estimée"
"EK","Tendances dans l’élevage","520","Nauru","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","50","E","Valeur estimée"
"EK","Tendances dans l’élevage","524","Népal","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.17","E","Valeur estimée"
"EK","Tendances dans l’élevage","524","Népal","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","10.28","E","Valeur estimée"
"EK","Tendances dans l’élevage","524","Népal","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","652050","E","Valeur estimée"
"EK","Tendances dans l’élevage","558","Nicaragua","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.06","E","Valeur estimée"
"EK","Tendances dans l’élevage","558","Nicaragua","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","6.29","E","Valeur estimée"
"EK","Tendances dans l’élevage","558","Nicaragua","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","283410","E","Valeur estimée"
"EK","Tendances dans l’élevage","562","Niger","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0","E","Valeur estimée"
"EK","Tendances dans l’élevage","562","Niger","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","1.47","E","Valeur estimée"
"EK","Tendances dans l’élevage","562","Niger","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","209550","E","Valeur estimée"
"EK","Tendances dans l’élevage","566","Nigéria","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.03","E","Valeur estimée"
"EK","Tendances dans l’élevage","566","Nigéria","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","7.76","E","Valeur estimée"
"EK","Tendances dans l’élevage","566","Nigéria","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","2278360","E","Valeur estimée"
"EK","Tendances dans l’élevage","570","Nioué","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.04","E","Valeur estimée"
"EK","Tendances dans l’élevage","570","Nioué","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","26.25","E","Valeur estimée"
"EK","Tendances dans l’élevage","570","Nioué","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","190","E","Valeur estimée"
"EK","Tendances dans l’élevage","578","Norvège","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.17","E","Valeur estimée"
"EK","Tendances dans l’élevage","578","Norvège","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","11.89","E","Valeur estimée"
"EK","Tendances dans l’élevage","578","Norvège","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","164840","E","Valeur estimée"
"EK","Tendances dans l’élevage","540","Nouvelle-Calédonie","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.03","E","Valeur estimée"
"EK","Tendances dans l’élevage","540","Nouvelle-Calédonie","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","8.41","E","Valeur estimée"
"EK","Tendances dans l’élevage","540","Nouvelle-Calédonie","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","5750","E","Valeur estimée"
"EK","Tendances dans l’élevage","554","Nouvelle-Zélande","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.03","E","Valeur estimée"
"EK","Tendances dans l’élevage","554","Nouvelle-Zélande","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","2.22","E","Valeur estimée"
"EK","Tendances dans l’élevage","554","Nouvelle-Zélande","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","252740","E","Valeur estimée"
"EK","Tendances dans l’élevage","512","Oman","7213","Densité des animaux dans la superficie agricole","02151","Poulets","2023","2023","UGB/ha","0.03","E","Valeur estimée"
"EK","Tendances dans l’élevage","512","Oman","7211","Part du total des animaux","02151","Poulets","2023","2023","% du total des UGB","5.51","E","Valeur estimée"
"EK","Tendances dans l’élevage","512","Oman","5118","Réserves","02151","Poulets","2023","2023","Unités de gros bétail (UGB)","50240","E","Valeur estimée"
