STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,TIME_PERIOD,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,COMMENT_TS,UNIT_MULT,DATA_SOURCE,OBS_CONF,OBS_VALUE,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ECU,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2018,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-0.0947211682796478,A,Annual,Ecuador,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EGY,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2018,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-1.18812155723572,A,Annual,"Egypt, Arab Rep.",Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GAB,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2011,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.384890913963318,A,Annual,Gabon,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GMB,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2011,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-2.70605407422408E-4,A,Annual,"Gambia, The",Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GEO,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2011,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-0.65695196390152,A,Annual,Georgia,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DEU,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2011,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.842218458652496,A,Annual,Germany,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GHA,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2011,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.16711214184761,A,Annual,Ghana,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GRC,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2011,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-0.0986951887607574,A,Annual,Greece,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GRL,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2011,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,1.94000649452209,A,Annual,Greenland,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GRD,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2011,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.3601154088974,A,Annual,Grenada,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GUM,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2011,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.791545987129211,A,Annual,Guam,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GTM,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2011,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-0.744141399860382,A,Annual,Guatemala,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GIN,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2011,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-1.38805401325226,A,Annual,Guinea,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GNB,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2011,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-0.753625988960266,A,Annual,Guinea-Bissau,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,FJI,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2005,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.386921286582947,A,Annual,Fiji,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,FIN,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2005,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,1.59494686126709,A,Annual,Finland,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,FRA,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2005,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.399723917245865,A,Annual,France,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GAB,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2005,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.325625747442245,A,Annual,Gabon,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GMB,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2005,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.200640663504601,A,Annual,"Gambia, The",Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GEO,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2005,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-0.755904912948608,A,Annual,Georgia,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DEU,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2005,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.888915359973907,A,Annual,Germany,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GHA,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2005,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.16971929371357,A,Annual,Ghana,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GRC,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2005,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.50652414560318,A,Annual,Greece,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CZE,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2008,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,1.04987955093384,A,Annual,Czechia,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DNK,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2008,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,1.06538677215576,A,Annual,Denmark,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DJI,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2008,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.268389225006104,A,Annual,Djibouti,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DMA,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2008,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.911906003952026,A,Annual,Dominica,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DOM,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2008,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-0.0380077101290226,A,Annual,Dominican Republic,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ECU,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2008,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-0.728682398796082,A,Annual,Ecuador,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EGY,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2008,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-0.510431706905365,A,Annual,"Egypt, Arab Rep.",Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SLV,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2008,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.0393931120634079,A,Annual,El Salvador,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GNQ,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2008,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.20754437148571,A,Annual,Equatorial Guinea,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ERI,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2008,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-0.710803747177124,A,Annual,Eritrea,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EST,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2008,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.571973562240601,A,Annual,Estonia,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MKD,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2019,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.00814169179648161,A,Annual,North Macedonia,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NOR,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2019,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,1.14211213588715,A,Annual,Norway,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,OMN,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2019,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.589256703853607,A,Annual,Oman,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PAK,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2019,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-2.25174307823181,A,Annual,Pakistan,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PLW,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2019,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,1.17179811000824,A,Annual,Palau,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PAN,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2019,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.290945798158646,A,Annual,Panama,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PNG,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2019,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-0.706948459148407,A,Annual,Papua New Guinea,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PRY,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2019,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-0.0180127751082182,A,Annual,Paraguay,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PER,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2019,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-0.163622617721558,A,Annual,Peru,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PHL,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2019,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-0.9280606508255,A,Annual,Philippines,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BRN,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2006,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,1.12335515022278,A,Annual,Brunei Darussalam,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BGR,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2006,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.394421190023422,A,Annual,Bulgaria,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BFA,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2006,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.155799552798271,A,Annual,Burkina Faso,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BDI,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2006,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-1.42777347564697,A,Annual,Burundi,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CPV,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2006,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.962325036525726,A,Annual,Cabo Verde,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KHM,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2006,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-0.345979183912277,A,Annual,Cambodia,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CMR,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2006,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-0.244705229997635,A,Annual,Cameroon,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
